"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","MoSold","YrSold","SaleCondition","SalePrice"
"1191",1191,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Residential Low Density",69,32463,"Regular","Inside lot","Mitchell","2fmCon","One story",4,4,1961,1975,"Gable","Metal Siding","Metal Siding","Stone",149,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",1159,"Unfinished",0,90,1249,"Excellent",1622,0,0,1622,1,0,1,0,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","More than one type of garage",1975,"Finished",4,1356,439,0,0,0,0,0,"No Fence",0,3,2007,"Normal Sale",168000
"1192",1192,"2-STORY PUD - 1946 and NEWER","Floating Village Residential",24,2645,"Regular","Inside lot","Somerset","Twnhs","Two story",8,5,1999,2000,"Gable","Metal Siding","Metal Siding","Brick Face",456,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,776,776,"Excellent",764,677,0,1441,0,0,2,1,2,1,5,0,"No Fireplace","Detached from home",1999,"Unfinished",2,492,206,0,0,0,0,0,"No Fence",0,11,2007,"Normal Sale",174000
"1193",1193,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",60,9600,"Regular","Inside lot","Old Town","Single-family Detached","One and one-half story: 2nd level finished",5,8,1925,1994,"Gambrel","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","Mimimum Exposure",0,"Unfinished",0,702,702,"Good",842,630,0,1472,0,0,1,0,3,1,6,0,"No Fireplace","Detached from home",1925,"Unfinished",1,250,0,0,84,0,0,0,"Good Wood",0,7,2007,"Normal Sale",125000
"1194",1194,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Medium Density",69,4500,"Regular","Frontage on 2 sides of property","Mitchell","Townhouse End Unit","One story",6,5,1999,1999,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",425,"Average/Typical","Poured Contrete","Excellent (100+ inches)","No Exposure",883,"Unfinished",0,341,1224,"Excellent",1224,0,0,1224,1,0,2,0,2,1,5,0,"No Fireplace","Attached to home",1999,"Finished",2,402,0,304,0,0,0,0,"No Fence",0,6,2009,"Normal Sale",165000
"1195",1195,"2-STORY 1946 and NEWER","Residential Low Density",80,9364,"Regular","Corner lot","Sawyer","Single-family Detached","Two story",6,7,1969,1969,"Gable","Hard Board","Hard Board","Stone",143,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",371,"Unfinished",0,292,663,"Average/Typical",663,689,0,1352,0,0,1,1,4,1,7,0,"No Fireplace","Attached to home",1969,"Finished",1,299,379,36,0,0,0,0,"Minimum Privacy",0,3,2010,"Normal Sale",158000
"1196",1196,"2-STORY 1946 and NEWER","Residential Low Density",51,8029,"Slightly irregular","Inside lot","Gilbert","Single-family Detached","Two story",6,5,2005,2005,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,728,728,"Excellent",728,728,0,1456,0,0,2,1,3,1,8,0,"No Fireplace","Attached to home",2005,"Finished",2,400,100,24,0,0,0,0,"No Fence",0,7,2008,"Normal Sale",176000
"1197",1197,"2-STORY 1946 and NEWER","Residential Low Density",58,14054,"Slightly irregular","Inside lot","Gilbert","Single-family Detached","Two story",7,5,2006,2006,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",0,"Unfinished",0,879,879,"Excellent",879,984,0,1863,0,0,2,1,4,1,9,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2006,"Finished",3,660,100,17,0,0,0,0,"No Fence",0,11,2006,"Home was not completed when last assessed (associated with New Homes)",219210
"1198",1198,"2-1/2 STORY ALL AGES","Residential Medium Density",65,8850,"Slightly irregular","Corner lot","Old Town","Single-family Detached","Two and one-half story: 2nd level unfinished",7,6,1916,1950,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,815,815,"Excellent",815,875,0,1690,0,0,1,0,3,1,7,1,"Good - Masonry Fireplace in main level","Detached from home",1916,"Unfinished",1,225,0,0,330,0,0,0,"No Fence",0,7,2006,"Normal Sale",144000
"1199",1199,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,9100,"Regular","Inside lot","College Creek","Single-family Detached","One story",7,5,2001,2001,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1212,1212,"Excellent",1212,0,0,1212,0,0,2,0,3,1,6,0,"No Fireplace","Attached to home",2001,"Rough Finished",2,573,356,0,0,0,0,0,"No Fence",0,6,2009,"Normal Sale",178000
"1200",1200,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",75,11235,"Regular","Inside lot","Sawyer","Single-family Detached","One story",4,5,1963,1979,"Gable","Hard Board","Hard Board","Brick Face",51,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",547,"Unfinished",0,504,1051,"Good",1382,0,0,1382,0,0,1,1,3,1,6,1,"Poor - Ben Franklin Stove","Attached to home",1974,"Unfinished",2,459,0,82,0,0,0,0,"No Fence",0,10,2006,"Normal Sale",148000
"1201",1201,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",71,9353,"Regular","Inside lot","NAmes","Single-family Detached","One story",4,5,1970,1970,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,864,864,"Good",864,0,0,864,0,0,1,0,3,1,5,0,"No Fireplace","Attached to home",1972,"Unfinished",1,280,0,0,0,0,0,0,"No Fence",0,7,2006,"Abnormal Sale -  trade, foreclosure, short sale",116050
"1202",1202,"2-STORY 1946 and NEWER","Residential Low Density",80,10400,"Regular","Corner lot","College Creek","Single-family Detached","Two story",7,5,1998,1998,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",0,"Unfinished",0,866,866,"Excellent",866,913,0,1779,0,0,2,1,3,1,6,0,"No Fireplace","Attached to home",1998,"Rough Finished",2,546,198,36,0,0,0,0,"No Fence",0,3,2009,"Normal Sale",197900
"1203",1203,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",50,6000,"Regular","Corner lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",5,8,1925,1997,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,884,884,"Excellent",884,464,0,1348,1,0,1,0,3,1,5,1,"Fair - Prefabricated Fireplace in basement","Detached from home",1960,"Unfinished",1,216,0,0,208,0,0,0,"No Fence",0,5,2009,"Normal Sale",117000
"1204",1204,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",75,9750,"Regular","Inside lot","College Creek","Single-family Detached","One story",7,5,2000,2001,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",171,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1630,1630,"Excellent",1630,0,0,1630,0,0,2,0,3,1,6,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",2000,"Unfinished",2,451,74,234,0,0,0,0,"No Fence",0,10,2009,"Normal Sale",213000
"1205",1205,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",78,10140,"Regular","Inside lot","Northwest Ames","Single-family Detached","One story",5,6,1975,1975,"Gable","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Good (90-99 inches)","No Exposure",788,"Unfinished",0,268,1056,"Excellent",1074,0,0,1074,1,0,1,1,3,1,6,0,"No Fireplace","Attached to home",1975,"Rough Finished",2,495,0,88,0,0,0,0,"Minimum Privacy",0,7,2006,"Normal Sale",153500
"1206",1206,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",90,14684,"Slightly irregular","Cul-de-sac","Sawyer West","Single-family Detached","One story",7,7,1990,1991,"Hip","Hard Board","Hard Board","Brick Face",234,"Good","Cinder Block","Good (90-99 inches)","Mimimum Exposure",485,"Below Average Living Quarters",177,1496,2158,"Good",2196,0,0,2196,0,0,2,0,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1990,"Rough Finished",3,701,84,70,0,0,0,0,"No Fence",0,6,2009,"Normal Sale",271900
"1207",1207,"1-STORY 1946 and NEWER ALL STYLES","Residential High Density",69,8900,"Regular","Inside lot","Sawyer West","Single-family Detached","One story",4,4,1966,1966,"Gable","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",1056,"Unfinished",0,0,1056,"Average/Typical",1056,0,0,1056,1,0,1,0,2,1,5,0,"No Fireplace","Detached from home",1966,"Unfinished",1,384,0,42,0,0,0,0,"Minimum Privacy",0,11,2006,"Normal Sale",107000
"1208",1208,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,9135,"Regular","Inside lot","College Creek","Single-family Detached","One story",6,5,2003,2003,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",120,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",340,"Unfinished",0,1342,1682,"Excellent",1700,0,0,1700,1,0,2,0,3,1,7,0,"No Fireplace","Attached to home",2003,"Rough Finished",2,544,192,23,0,0,0,0,"No Fence",0,5,2006,"Normal Sale",200000
"1209",1209,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,7763,"Regular","Inside lot","NAmes","Single-family Detached","One story",5,7,1962,1980,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",504,"Below Average Living Quarters",108,319,931,"Average/Typical",1283,0,0,1283,1,0,1,0,3,1,6,0,"No Fireplace","Detached from home",1980,"Unfinished",2,506,0,0,0,0,0,0,"No Fence",0,10,2008,"Normal Sale",140000
"1210",1210,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",85,10182,"Slightly irregular","Cul-de-sac","Somerset","Single-family Detached","One story",8,5,2006,2006,"Hip","Vinyl Siding","Vinyl Siding","Stone",420,"Good","Poured Contrete","Excellent (100+ inches)","Mimimum Exposure",1220,"Unfinished",0,440,1660,"Excellent",1660,0,0,1660,1,0,2,0,3,1,8,1,"Good - Masonry Fireplace in main level","Attached to home",2006,"Rough Finished",2,500,322,50,0,0,0,0,"No Fence",0,5,2006,"Home was not completed when last assessed (associated with New Homes)",290000
"1211",1211,"2-STORY 1946 and NEWER","Residential Low Density",70,11218,"Regular","Inside lot","Sawyer West","Single-family Detached","Two story",6,5,1992,1992,"Gable","Wood Siding","Wood Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1055,1055,"Excellent",1055,790,0,1845,0,0,2,1,3,1,8,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1992,"Rough Finished",2,462,635,104,0,0,0,0,"Good Privacy",400,5,2010,"Normal Sale",189000
"1212",1212,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",152,12134,"Slightly irregular","Inside lot","Gilbert","Single-family Detached","One and one-half story: 2nd level finished",8,7,1988,2005,"Gable","Wood Siding","Wood Siding","None",0,"Good","Wood","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",427,"Unfinished",0,132,559,"Good",1080,672,0,1752,0,0,2,0,4,1,8,0,"No Fireplace","Basement Garage",1988,"Rough Finished",2,492,325,12,0,0,0,0,"No Fence",0,6,2010,"Normal Sale",164000
"1213",1213,"1-STORY 1945 and OLDER","Residential Low Density",50,9340,"Regular","Inside lot","Edwards","Single-family Detached","One story",4,6,1941,1950,"Hip","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",344,"Unfinished",0,328,672,"Average/Typical",672,0,0,672,1,0,1,0,2,1,4,0,"No Fireplace","Attached to home",1941,"Unfinished",1,234,0,113,0,0,0,0,"No Fence",0,8,2009,"Normal Sale",113000
"1214",1214,"SPLIT OR MULTI-LEVEL","Residential Low Density",69,10246,"Slightly irregular","Cul-de-sac","Sawyer","Single-family Detached","Split Level",4,9,1965,2001,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",648,"Unfinished",0,0,648,"Excellent",960,0,0,960,1,1,0,0,0,1,3,0,"No Fireplace","Attached to home",1965,"Unfinished",1,364,88,0,0,0,0,0,"No Fence",0,5,2006,"Normal Sale",145000
"1215",1215,"SPLIT FOYER","Residential Low Density",69,10205,"Slightly irregular","Inside lot","NAmes","Single-family Detached","Split Foyer",5,5,1962,1962,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",784,"Unfinished",0,141,925,"Average/Typical",999,0,0,999,1,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1962,"Unfinished",1,300,150,72,0,0,0,0,"No Fence",0,5,2006,"Normal Sale",134500
"1216",1216,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",99,7094,"Slightly irregular","Inside lot","Sawyer","Single-family Detached","One story",5,5,1966,1966,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",180,"Low Quality",374,340,894,"Average/Typical",894,0,0,894,0,0,1,0,3,1,5,0,"No Fireplace","Detached from home",1966,"Rough Finished",1,384,0,0,0,0,0,0,"Minimum Privacy",0,5,2007,"Normal Sale",125000
"1217",1217,"DUPLEX - ALL STYLES AND AGES","Residential Medium Density",68,8930,"Regular","Inside lot","Sawyer","Duplex","One and one-half story: 2nd level finished",6,5,1978,1978,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Slab","No Basement","No Basement",0,"No Basement",0,0,0,"Average/Typical",1318,584,0,1902,0,0,2,0,4,2,8,0,"No Fireplace","Attached to home",1978,"Unfinished",2,539,0,0,0,0,0,0,"No Fence",0,4,2010,"Normal Sale",112000
"1218",1218,"1-STORY 1946 and NEWER ALL STYLES","Floating Village Residential",72,8640,"Regular","Inside lot","Somerset","Single-family Detached","One story",8,5,2009,2009,"Gable","Cement Board","CmentBd","Stone",72,"Good","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",936,"Unfinished",0,364,1300,"Excellent",1314,0,0,1314,1,0,2,0,3,1,6,0,"No Fireplace","Attached to home",2009,"Rough Finished",2,552,135,112,0,0,0,0,"No Fence",0,9,2009,"Home was not completed when last assessed (associated with New Homes)",229456
"1219",1219,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",52,6240,"Regular","Inside lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",4,5,1947,1950,"Gable","Asbestos Shingles","Asbestos Shingles","None",0,"Average/Typical","Slab","No Basement","No Basement",0,"No Basement",0,0,0,"Good",672,240,0,912,0,0,1,0,2,1,3,0,"No Fireplace","No Garage",1947,"No Garage",0,0,0,0,0,0,0,0,"No Fence",0,7,2006,"Normal Sale",80500
"1220",1220,"2-STORY PUD - 1946 and NEWER","Residential Medium Density",21,1680,"Regular","Inside lot","Briardale","Twnhs","Two story",6,5,1971,1971,"Gable","Cement Board","CmentBd","Brick Face",236,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,672,672,"Average/Typical",672,546,0,1218,0,0,1,1,3,1,7,0,"No Fireplace","No Garage",1971,"No Garage",0,0,201,0,0,0,0,0,"No Fence",0,4,2006,"Abnormal Sale -  trade, foreclosure, short sale",91500
"1221",1221,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",66,7800,"Slightly irregular","Inside lot","NAmes","Single-family Detached","One story",5,5,1964,1964,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",312,"Low Quality",600,0,912,"Average/Typical",912,0,0,912,0,0,1,0,2,1,5,0,"No Fireplace","Attached to home",1964,"Unfinished",1,288,0,0,0,0,0,0,"No Fence",0,11,2006,"Abnormal Sale -  trade, foreclosure, short sale",115000
"1222",1222,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",55,8250,"Regular","Inside lot","Sawyer","Single-family Detached","One story",5,5,1968,1968,"Hip","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",250,"Low Quality",492,210,952,"Excellent",1211,0,0,1211,0,0,1,0,3,1,5,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1968,"Unfinished",1,322,0,63,0,0,0,0,"No Fence",0,8,2008,"Normal Sale",134000
"1223",1223,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",78,10496,"Regular","Inside lot","NAmes","Single-family Detached","One and one-half story: 2nd level finished",6,6,1949,1950,"Gable","Wood Siding","Wood Siding","Brick Face",320,"Average/Typical","Cinder Block","Typical (80-89 inches)","Mimimum Exposure",196,"Unfinished",0,844,1040,"Excellent",1168,678,0,1846,0,0,2,0,3,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",1949,"Unfinished",1,315,0,0,0,0,0,0,"Good Wood",0,1,2007,"Normal Sale",143000
"1224",1224,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",89,10680,"Regular","Inside lot","NAmes","Single-family Detached","One story",5,3,1951,1951,"Hip","Wood Siding","Wood Siding","Brick Face",44,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",756,"Unfinished",0,1380,2136,"Average/Typical",2136,0,0,2136,0,0,2,0,4,1,7,0,"No Fireplace","Detached from home",1951,"Unfinished",2,528,0,30,0,0,0,0,"Minimum Privacy",0,10,2006,"Normal Sale",137900
"1225",1225,"2-STORY 1946 and NEWER","Residential Low Density",60,15384,"Slightly irregular","Inside lot","Gilbert","Single-family Detached","Two story",7,5,2004,2005,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",724,"Unfinished",0,64,788,"Excellent",788,702,0,1490,1,0,2,1,3,1,8,1,"Good - Masonry Fireplace in main level","Attached to home",2004,"Finished",2,388,100,75,0,0,0,0,"No Fence",0,2,2008,"Normal Sale",184000
"1226",1226,"SPLIT OR MULTI-LEVEL","Residential Low Density",65,10482,"Regular","Inside lot","NAmes","Single-family Detached","Split Level",6,8,1958,1958,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",63,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",507,"Unfinished",0,81,588,"Excellent",1138,0,0,1138,0,1,1,0,3,1,6,0,"No Fireplace","Attached to home",1958,"Rough Finished",1,264,224,0,0,0,0,0,"Minimum Wood/Wire",0,6,2007,"Normal Sale",145000
"1227",1227,"2-STORY 1946 and NEWER","Residential Low Density",86,14598,"Slightly irregular","Cul-de-sac","Somerset","Single-family Detached","Two story",6,5,2007,2007,"Gable","Vinyl Siding","Vinyl Siding","Stone",74,"Good","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",0,"Unfinished",0,894,894,"Excellent",894,1039,0,1933,0,0,2,1,4,1,9,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2007,"Finished",3,668,100,18,0,0,0,0,"No Fence",0,1,2008,"Normal Sale",214000
"1228",1228,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",72,8872,"Regular","Corner lot","NAmes","Single-family Detached","One story",5,8,1965,2008,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",300,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",595,"Unfinished",0,317,912,"Excellent",912,0,0,912,1,0,1,0,2,1,5,0,"No Fireplace","Detached from home",1992,"Unfinished",2,576,0,240,0,0,0,0,"No Fence",0,12,2008,"Normal Sale",147000
"1229",1229,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",65,8769,"Regular","Corner lot","Northridge Heights","Townhouse End Unit","One story",9,5,2008,2008,"Hip","Metal Siding","Metal Siding","Brick Face",766,"Excellent","Poured Contrete","Excellent (100+ inches)","No Exposure",1540,"Unfinished",0,162,1702,"Excellent",1702,0,0,1702,1,0,1,1,1,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",2008,"Finished",3,1052,0,72,0,0,224,0,"No Fence",0,10,2008,"Home was not completed when last assessed (associated with New Homes)",367294
"1230",1230,"SPLIT OR MULTI-LEVEL","Residential Low Density",70,7910,"Regular","Inside lot","NAmes","Single-family Detached","Split Level",5,5,1960,1960,"Hip","Brick Face","Hard Board","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",666,"Unfinished",0,409,1075,"Good",1507,0,0,1507,0,0,2,0,4,1,7,0,"No Fireplace","Basement Garage",1960,"Unfinished",1,404,0,0,0,0,0,0,"Good Wood",0,8,2008,"Normal Sale",127000
"1231",1231,"DUPLEX - ALL STYLES AND AGES","Residential Low Density",69,18890,"Slightly irregular","Inside lot","Sawyer","Duplex","One and one-half story: 2nd level finished",5,5,1977,1977,"Shed","Plywood","Plywood","None",1,"Average/Typical","Cinder Block","Good (90-99 inches)","No Exposure",498,"Average Rec Room",211,652,1361,"Excellent",1361,1259,0,2620,0,0,2,2,4,2,12,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Built-In (Garage part of house - typically has room above garage)",1977,"Rough Finished",2,600,155,24,145,0,0,0,"No Fence",8300,8,2007,"Normal Sale",190000
"1232",1232,"DUPLEX - ALL STYLES AND AGES","Residential Low Density",70,7728,"Regular","Inside lot","NAmes","Duplex","Split Level",5,6,1962,1962,"Hip","Wood Siding","Wood Siding","Brick Face",120,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",803,"Unfinished",0,303,1106,"Average/Typical",1190,0,0,1190,1,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1962,"Unfinished",2,540,0,18,0,0,0,0,"Good Wood",0,5,2006,"Normal Sale",132500
"1233",1233,"DUPLEX - ALL STYLES AND AGES","Residential Low Density",70,9842,"Regular","Frontage on 2 sides of property","NAmes","Duplex","One story",4,5,1962,1962,"Gable","Hard Board","Hard Board","None",0,"Average/Typical","Slab","No Basement","No Basement",0,"No Basement",0,0,0,"Average/Typical",1224,0,0,1224,0,0,2,0,2,2,6,0,"No Fireplace","Car Port",1962,"Unfinished",2,462,0,0,0,0,0,0,"No Fence",0,3,2007,"Normal Sale",101800
"1234",1234,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,12160,"Slightly irregular","Inside lot","NAmes","Single-family Detached","One story",5,5,1959,1959,"Hip","Plywood","Plywood","Brick Face",180,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",1000,"Unfinished",0,188,1188,"Fair",1188,0,0,1188,1,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1959,"Rough Finished",2,531,0,0,0,0,0,0,"Minimum Privacy",0,5,2010,"Abnormal Sale -  trade, foreclosure, short sale",142000
"1235",1235,"2-STORY 1945 and OLDER","Residential High Density",55,8525,"Regular","Inside lot","South and West of Iowa State University","Single-family Detached","Two story",5,6,1911,1950,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",0,"Unfinished",0,940,940,"Average/Typical",1024,940,0,1964,0,0,1,1,4,1,7,0,"No Fireplace","No Garage",1911,"No Garage",0,0,0,192,0,0,0,0,"No Fence",0,11,2008,"Abnormal Sale -  trade, foreclosure, short sale",130000
"1236",1236,"2-STORY 1945 and OLDER","Residential Low Density",96,13132,"Regular","Inside lot","Crawford","Single-family Detached","Two story",5,5,1914,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Brick and Tile","Good (90-99 inches)","Mimimum Exposure",0,"Unfinished",0,747,747,"Good",892,892,0,1784,0,0,1,1,4,1,9,0,"No Fireplace","Detached from home",1914,"Unfinished",1,180,203,40,0,0,0,0,"No Fence",0,7,2006,"Normal Sale",138887
"1237",1237,"2-STORY PUD - 1946 and NEWER","Residential Low Density",36,2628,"Regular","Inside lot","Northridge Heights","Twnhs","Two story",7,5,2003,2003,"Gable","Vinyl Siding","Wd Shng","Stone",106,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,764,764,"Excellent",764,862,0,1626,0,0,2,1,2,1,6,0,"No Fireplace","Built-In (Garage part of house - typically has room above garage)",2003,"Rough Finished",2,474,0,27,0,0,0,0,"No Fence",0,6,2010,"Normal Sale",175500
"1238",1238,"2-STORY 1946 and NEWER","Residential Low Density",41,12393,"Moderately Irregular","Frontage on 2 sides of property","College Creek","Single-family Detached","Two story",7,5,2004,2005,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,847,847,"Excellent",847,1101,0,1948,0,0,2,1,4,1,8,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2004,"Finished",2,434,100,48,0,0,0,0,"No Fence",0,9,2006,"Normal Sale",195000
"1239",1239,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",63,13072,"Regular","Inside lot","Sawyer West","Single-family Detached","One story",6,5,2005,2005,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1141,1141,"Excellent",1141,0,0,1141,0,0,1,1,3,1,6,0,"No Fireplace","Detached from home",2005,"Unfinished",2,484,0,0,0,0,0,0,"No Fence",0,3,2006,"Abnormal Sale -  trade, foreclosure, short sale",142500
"1240",1240,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",64,9037,"Slightly irregular","Inside lot","Timberland","Single-family Detached","One story",8,5,2006,2006,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",32,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",428,"Unfinished",0,1048,1476,"Excellent",1484,0,0,1484,0,0,2,0,2,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",2006,"Rough Finished",2,472,120,33,0,0,0,0,"No Fence",0,12,2007,"Normal Sale",265900
"1241",1241,"2-STORY 1946 and NEWER","Residential Low Density",65,8158,"Regular","Inside lot","College Creek","Single-family Detached","Two story",7,5,2003,2003,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",252,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",550,"Unfinished",0,334,884,"Excellent",884,884,0,1768,1,0,2,1,3,1,8,0,"No Fireplace","Attached to home",2003,"Rough Finished",2,543,0,63,0,0,0,0,"No Fence",0,7,2008,"Normal Sale",224900
